defect_id,aircraft_id,fault_code,station,reported_at,symptom_text,resolution_text,resolution_class,replaced_part_id,ground_minutes,engineer_id,status,data_class
HIST-0286,AC-001,DEMO-A350-21-047,VIE,2026-03-30T02:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 286.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,225,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0287,AC-003,DEMO-44-031,FRA,2026-09-09T00:05:00Z,IFE interface intermittent; recorded intermittently on sector 287.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,33,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0288,AC-005,DEMO-44-018,ZRH,2026-07-26T23:05:00Z,Cabin display data intermittent; recorded intermittently on sector 288.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-003,166,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0289,AC-005,DEMO-33-012,ZRH,2026-06-18T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 289.,Historical record reports a connection-related indication issue corrected under the then-applicable work package. This does not establish the cause of a new defect.,INDICATION_CORRECTED,,25,ENG-ZRH-01,CLOSED,SYNTHETIC
HIST-0290,AC-001,DEMO-33-012,VIE,2026-06-25T04:05:00Z,Passenger reading light intermittent; recorded intermittently on sector 290.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-004,36,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0291,AC-006,DEMO-44-031,DXB,2026-07-19T01:05:00Z,IFE interface intermittent; recorded intermittently on sector 291.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,47,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0292,AC-002,DEMO-25-019,FCO,2026-05-08T05:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 292.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,134,ENG-FCO-01,CLOSED,SYNTHETIC
HIST-0293,AC-006,DEMO-44-031,FRA,2026-09-11T00:05:00Z,IFE interface intermittent; recorded intermittently on sector 293.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,175,ENG-FRA-01,CLOSED,SYNTHETIC
HIST-0294,AC-001,DEMO-25-027,AUH,2026-07-18T01:05:00Z,Galley status display indication; recorded intermittently on sector 294.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,189,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0295,AC-005,DEMO-44-018,VIE,2026-07-24T23:05:00Z,Cabin display data intermittent; recorded intermittently on sector 295.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,105,ENG-VIE-01,CLOSED,SYNTHETIC
HIST-0296,AC-005,DEMO-44-031,DXB,2026-08-05T02:05:00Z,IFE interface intermittent; recorded intermittently on sector 296.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-011,40,ENG-DXB-01,CLOSED,SYNTHETIC
HIST-0297,AC-005,DEMO-A350-21-047,CDG,2026-09-05T23:05:00Z,Intermittent cabin-zone temperature indication; recorded intermittently on sector 297.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,35,ENG-CDG-01,CLOSED,SYNTHETIC
HIST-0298,AC-001,DEMO-25-027,LHR,2026-06-22T00:05:00Z,Galley status display indication; recorded intermittently on sector 298.,Historical record reports component replacement after authorized troubleshooting. Planning summary only; no physical instructions.,REPLACEMENT,DEMO-PART-006,222,ENG-LHR-01,CLOSED,SYNTHETIC
HIST-0299,AC-001,DEMO-25-019,AUH,2026-06-27T02:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 299.,Follow-up engineering review recorded; case closed only after separately authorized action.,MONITORING_REQUIRED,,117,ENG-AUH-01,CLOSED,SYNTHETIC
HIST-0300,AC-004,DEMO-25-019,AMS,2026-04-04T02:05:00Z,Seat control panel unresponsive; recorded intermittently on sector 300.,Symptom not reproduced during recorded checks. Repeat history must remain visible; do not treat as proof that a new issue is harmless.,NO_FAULT_FOUND,,50,ENG-AMS-01,CLOSED,SYNTHETIC
